カード名,カードID,カードコード,タイプ,レアリティ,コスト,属性,パワー,カウンター,色,ブロックアイコン,特徴,テキスト,トリガー,入手情報
ペローナ,OP06-021_p3,OP06-021,LEADER,L,-,特,5000,0,緑/黒,2,スリラーバーク海賊団,【起動メイン】【ターン1回】以下から1つを選ぶ。・相手のコスト4以下のキャラ1枚までを、レストにする。・相手のキャラ1枚までを、このターン中、コスト-1。,,ONE PIECEカードゲーム BASE SHOPリミテッドカードコレクションvol.1
ヤマト,OP06-022_p4,OP06-022,LEADER,L,-,打,5000,0,緑/黄,2,ワノ国,【ダブルアタック】(このカードが与えるダメージは2になる)【起動メイン】【ターン1回】相手のライフが3枚以下の場合、自分のキャラ1枚にレストのドン!!2枚までを、付与する。,,週刊少年ジャンプ応募者全員サービス
一大・三千・大千・世界,OP06-038_p1,OP06-038,EVENT,UC,1,,-,0,緑,2,麦わらの一味/ドレスローザ,【カウンター】自分のリーダーかキャラ1枚までを、このバトル中、パワー+2000。その後、自分のレストのカードが8枚以上ある場合、そのカードを、このバトル中、パワー+2000。,【トリガー】相手のレストのコスト3以下のキャラ1枚までを、KOする。,プレミアムカードコレクション - ベストセレクションvol.2 -
ドクトル・ホグバック,OP06-090_p1,OP06-090,CHARACTER,R,4,知,5000,1000,黒,2,スリラーバーク海賊団,【登場時】自分のトラッシュのカード2枚を好きな順番でデッキの下に戻すことができる：自分のトラッシュの「ドクトル・ホグバック」以外の特徴《スリラーバーク海賊団》を持つカード1枚までを、手札に加える。,,プレミアムカードコレクション-ベストセレクションvol.3-
菊之丞,OP06-104_p1,OP06-104,CHARACTER,R,4,斬,6000,0,黄,2,ワノ国/赤鞘九人男,【KO時】相手のライフが3枚以下の場合、自分のデッキの上から1枚までを、ライフの上に加える。,【トリガー】相手のライフが3枚以下の場合、このカードを登場させる。,プレミアムカードコレクション - ベストセレクションvol.2 -
ロロノア・ゾロ,OP06-118_p4,OP06-118,CHARACTER,SEC,9,斬,9000,0,緑,2,麦わらの一味,【アタック時】【ターン1回】➀(コストエリアのドン!!を指定の数レストにできる)：このキャラをアクティブにする。【起動メイン】【ターン1回】➁(コストエリアのドン!!を指定の数レストにできる)：このキャラをアクティブにする。,,2nd ANNIVERSARY SET
ジュエリー・ボニー,OP07-019_p4,OP07-019,LEADER,L,-,特,5000,0,緑,2,超新星/ボニー海賊団,【相手のアタック時】【ターン1回】➀(コストエリアのドン‼を指定の数レストにできる)：相手の、リーダーかキャラ1枚までを、レストにする。,,週刊少年ジャンプ応募者全員サービス
ピザお～か～わ～り～!!!,OP07-037_p1,OP07-037,EVENT,UC,1,,-,0,緑,2,超新星/ボニー海賊団,【メイン】自分のデッキの上から5枚を見て、「ピザお～か～わ～り～!!!」以外の特徴《超新星》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,【トリガー】カード1枚を引く。,プレミアムカードコレクション - ベストセレクション vol.4 -
クロコダイル,OP07-040_p3,OP07-040,CHARACTER,UC,4,特,5000,2000,青,2,王下七武海/B・W,【登場時】①(コストエリアのドン‼を指定の数レストにできる)：コスト2以下のキャラ1枚までを、持ち主の手札に戻す。,,ONE PIECE カードゲーム China 2nd ANNIVERSARY SET
ジュラキュール・ミホーク,OP07-044_p1,OP07-044,CHARACTER,C,8,斬,10000,0,青,2,王下七武海,【登場時】カード1枚を引く。,,ONE PIECE カードゲーム China 2nd ANNIVERSARY SET
トラファルガー・ロー,OP07-047_p3,OP07-047,CHARACTER,R,4,斬,4000,2000,青,2,王下七武海/ハートの海賊団,【起動メイン】このキャラを持ち主の手札に戻すことができる：相手の手札が6枚以上ある場合、相手は自身の手札1枚をデッキの下に置く。,,ONE PIECE カードゲーム China 2nd ANNIVERSARY SET
ドンキホーテ・ドフラミンゴ,OP07-048_p1,OP07-048,CHARACTER,UC,3,特,4000,0,青,2,王下七武海/ドンキホーテ海賊団,【起動メイン】【ターン1回】➁(コストエリアのドン‼を指定の数レストにできる)：自分のデッキの一番上を公開し、そのカードがコスト4以下の特徴《王下七武海》を持つキャラカードの場合、レストで登場させてもよい。その後、残りをデッキの下に置く。,,ONE PIECE カードゲーム China 2nd ANNIVERSARY SET
ボア・ハンコック,OP07-051_p4,OP07-051,CHARACTER,SR,6,特,8000,0,青,2,王下七武海/九蛇海賊団,【登場時】相手の「モンキー・D・ルフィ」以外のキャラ1枚までは、次の相手のターン終了時まで、アタックできない。その後、コスト1以下のキャラ1枚までを、持ち主のデッキの下に置く。,,ONE PIECE カードゲーム China 2nd ANNIVERSARY SET
ボア・ハンコック,OP07-051_p5,OP07-051,CHARACTER,SR,6,特,8000,0,青,2,王下七武海/九蛇海賊団,【登場時】相手の「モンキー・D・ルフィ」以外のキャラ1枚までは、次の相手のターン終了時まで、アタックできない。その後、コスト1以下のキャラ1枚までを、持ち主のデッキの下に置く。,,ONE PIECE カードゲーム China 2nd ANNIVERSARY SET
芳香脚,OP07-057_p1,OP07-057,EVENT,R,2,,-,0,青,2,王下七武海/九蛇海賊団,【メイン】自分の特徴《王下七武海》を持つ、リーダーかキャラ1枚までを選び、このターン中、パワー+2000。その後、相手は、このターン中、選んだカードがアタックする場合【ブロッカー】を発動できない。,【トリガー】カード1枚を引く。,プレミアムカードコレクション - ベストセレクション vol.4 -
サンジ,OP07-064_p2,OP07-064,CHARACTER,SR,6,打,6000,2000,紫,2,麦わらの一味,手札のこのカードは、自分の場のドン‼の枚数が相手の場のドン‼の枚数より2枚以上少ない場合、コスト-3。【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,2nd ANNIVERSARY SET
ベガパンク,OP07-097_p3,OP07-097,LEADER,L,-,知,5000,0,黄,2,科学者/エッグヘッド,このリーダーはアタックできない。【起動メイン】【ターン1回】①(コストエリアのドン‼を指定の数レストにできる)：自分の手札からコスト5以下の特徴《エッグヘッド》を持つカード1枚までを、ライフの上に表向きで加えるか登場させる。,,週刊少年ジャンプ応募者全員サービス
モンキー・D・ルフィ,OP07-109_p2,OP07-109,CHARACTER,SR,5,打,6000,1000,黄,2,四皇/エッグヘッド/麦わらの一味,【起動メイン】このキャラをトラッシュに置くことができる：自分のライフが2枚以下の場合、相手のコスト4以下のキャラ1枚までを、KOする。その後、カード1枚を引く。,【トリガー】相手のコスト4以下のキャラ1枚までを、KOする。,プレミアムカードコレクション-ONE PIECE DAY'24-
焔裂き,OP07-116_p2,OP07-116,EVENT,R,1,,-,0,黄,2,ワノ国/赤鞘九人男,【メイン】/【カウンター】自分のリーダーかキャラ1枚までを、このターン中、パワー+1000。その後、相手のライフが2枚以下の場合、相手のコスト4以下のキャラ1枚までを、レストにする。,【トリガー】相手のコスト4以下のキャラ1枚までを、レストにする。,プレミアムカードコレクション - ベストセレクション vol.5 -
トニートニー・チョッパー,OP08-001_p3,OP08-001,LEADER,L,-,打,5000,0,赤/緑,2,動物/ドラム王国/麦わらの一味,【起動メイン】【ターン1回】自分の特徴《動物》か《ドラム王国》を持つキャラ3枚までにレストのドン‼1枚ずつまでを、付与する。,,ONE PIECEカードゲーム BASE SHOPリミテッドカードコレクションvol.1
マルコ,OP08-002_p3,OP08-002,LEADER,L,-,特,5000,0,赤/青,2,白ひげ海賊団,【ドン‼×1】【起動メイン】【ターン1回】カード1枚を引き、自分の手札1枚をデッキの上か下に置く。その後、相手のキャラ1枚までを、このターン中、パワー-2000。,,週刊少年ジャンプ応募者全員サービス
エレクトリカルルナ,OP08-036_p1,OP08-036,EVENT,R,3,,-,0,緑,2,ミンク族,【メイン】相手のレストのコスト7以下のキャラすべては、次の相手のリフレッシュフェイズでアクティブにならない。,【トリガー】相手のキャラ1枚までを、レストにする。,プレミアムカードコレクション - ベストセレクション vol.5 -
アトモス,OP08-040_p1,OP08-040,CHARACTER,UC,4,斬,5000,1000,青,2,白ひげ海賊団,【登場時】自分の手札から『白ひげ海賊団』を含む特徴を持つカード2枚を公開することができる：自分のリーダーが『白ひげ海賊団』を含む特徴を持つ場合、相手のコスト4以下のキャラ1枚までを、持ち主の手札に戻す。,,プレミアムカードコレクション-ベストセレクションvol.3-
シャーロット・リンリン,OP08-069_p2,OP08-069,CHARACTER,SR,9,特,9000,0,紫,2,元ロックス海賊団/ビッグ・マム海賊団,"【登場時】ドン‼-1,自分の手札1枚を捨てることができる：自分のデッキの上から1枚までを、ライフの上に加える。その後、相手のコスト6以下のキャラ1枚までを、相手のライフの上か下に表向きで加える。",,2nd ANNIVERSARY SET
カルガラ,OP08-099_p2,OP08-099,CHARACTER,C,6,斬,8000,1000,黄,2,ジャヤ/空島/シャンドラの戦士,-,,プレミアムカードコレクション - ベストセレクション vol.4 -
ジュエリー・ボニー,OP08-105_p2,OP08-105,CHARACTER,SR,3,特,4000,1000,黄,2,エッグヘッド/ボニー海賊団,【ドン‼×1】【自分のターン中】【ターン1回】相手のライフが離れた時、カード2枚を引き、自分の手札1枚を捨てる。,【トリガー】カード2枚を引き、自分の手札1枚を捨てる。,プレミアムブースター ONE PIECE CARD THE BEST ストレージボックスセット
ジュエリー・ボニー,OP08-105_p3,OP08-105,CHARACTER,SR,3,特,4000,1000,黄,2,エッグヘッド/ボニー海賊団,【ドン‼×1】【自分のターン中】【ターン1回】相手のライフが離れた時、カード2枚を引き、自分の手札1枚を捨てる。,【トリガー】カード2枚を引き、自分の手札1枚を捨てる。,プレミアムブースター ONE PIECE CARD THE BEST ストレージボックスセット
シャンクス,OP09-001_p3,OP09-001,LEADER,L,-,斬,5000,0,赤,3,四皇/赤髪海賊団,【ターン1回】相手がアタックした時、発動できる。相手のリーダーかキャラ1枚までを、このターン中、パワー-1000。,,ONE PIECE カードゲーム English 2nd ANNIVERSARY SET
シャンクス,OP09-004_p7,OP09-004,CHARACTER,SR,10,斬,12000,0,赤,3,四皇/赤髪海賊団,相手のキャラすべてを、パワー-1000。【速攻】(このカードは登場したターンにアタックできる),,ONE PIECE カードゲーム English 2nd ANNIVERSARY SET
ビルディング・スネイク,OP09-008_p1,OP09-008,CHARACTER,UC,1,斬,2000,0,赤,3,赤髪海賊団,【起動メイン】このキャラを持ち主のデッキの下に置くことができる：相手のキャラ1枚までを、このターン中、パワー-3000。,,プレミアムカードコレクション - ベストセレクション vol.4 -
バギー,OP09-042_p3,OP09-042,LEADER,L,-,斬,5000,0,青,3,四皇/クロスギルド,【起動メイン】自分のドン‼5枚をレストにし、自分の手札1枚を捨てることができる：自分の手札から特徴《クロスギルド》を持つキャラカード1枚までを、登場させる。,,ONE PIECE カードゲーム English 2nd ANNIVERSARY SET
バギー,OP09-051_p4,OP09-051,CHARACTER,R,10,斬,12000,0,青,3,四皇/クロスギルド,【登場時】相手のキャラ1枚までを、持ち主のデッキの下に置く。その後、自分のコスト5以上のキャラが5枚いない場合、このキャラを持ち主のデッキの下に置く。,,ONE PIECE カードゲーム English 2nd ANNIVERSARY SET
