カード名,カードID,カードコード,タイプ,レアリティ,コスト,属性,パワー,カウンター,色,ブロックアイコン,特徴,テキスト,トリガー,入手情報
Mr.3(ギャルディーノ),PRB02-009,PRB02-009,CHARACTER,R,2,特,1000,1000,青,3,クロスギルド/元Ｂ・Ｗ,このキャラが相手の効果でレストになった時、発動できる。このキャラをトラッシュに置き、カード2枚を引くことができる。【ブロッカー】,,ONE PIECE CARD THE BEST vol.2【PRB-02】
シャーロット・プリン,PRB02-010,PRB02-010,CHARACTER,SR,7,知,5000,1000,紫,3,ビッグ・マム海賊団,【登場時】ドン‼-2：自分のリーダーが特徴《ビッグ・マム海賊団》を持ち、相手の場のドン‼が6枚以上ある場合、カード2枚を引く。その後、自分の手札からパワー6000から8000の特徴《ビッグ・マム海賊団》を持つキャラカード1枚までを、登場させる。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
ドンキホーテ・ドフラミンゴ,PRB02-011,PRB02-011,CHARACTER,R,5,特,6000,1000,紫,3,王下七武海/ドンキホーテ海賊団,【ブロッカー】【登場時】自分のリーダーが多色の場合、ドン‼デッキからドン‼1枚までを、レストで追加する。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
ナミ,PRB02-012,PRB02-012,CHARACTER,R,2,特,2000,1000,紫,3,麦わらの一味,【登場時】自分のデッキの上から5枚を見て、「ナミ」以外の特徴《麦わらの一味》を持つカード1枚までを公開し、手札に加える。その後、残りを好きな順番でデッキの下に置く。,【トリガー】このカードを登場させる。,ONE PIECE CARD THE BEST vol.2【PRB-02】
ゲッコー・モリア,PRB02-013,PRB02-013,CHARACTER,R,6,特,7000,0,黒,3,王下七武海/スリラーバーク海賊団,【登場時】自分のリーダーが特徴《スリラーバーク海賊団》を持つ場合、自分のトラッシュからコスト4以下のキャラカード1枚までを、レストで登場させる。その後、自分のリーダーかキャラ1枚にレストのドン‼1枚までを、付与する。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
サボ,PRB02-014,PRB02-014,CHARACTER,SR,6,特,6000,2000,黒,3,ドレスローザ/革命軍,手札のこのカードは、自分のトラッシュが15枚以上ある場合、コスト-3。【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,ONE PIECE CARD THE BEST vol.2【PRB-02】
シリュウ,PRB02-015,PRB02-015,CHARACTER,R,4,斬,5000,1000,黒,3,黒ひげ海賊団,自分のリーダーが特徴《黒ひげ海賊団》を持つ場合、このキャラは【ブロッカー】を得て、コスト+4。【KO時】自分のリーダーが特徴《黒ひげ海賊団》を持つ場合、相手の元々のコスト4以下のキャラ1枚までを、KOする。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
お玉,PRB02-016,PRB02-016,CHARACTER,R,2,特,-,2000,黄,3,ワノ国,【起動メイン】このキャラをレストにし、自分のライフの上か下から1枚を手札に加えることができる：自分のリーダーかキャラ1枚までを、このターン中、パワー+3000。,【トリガー】相手のコスト4以下のキャラ1枚までを、レストにする。,ONE PIECE CARD THE BEST vol.2【PRB-02】
ボア・ハンコック,PRB02-017,PRB02-017,CHARACTER,SR,5,特,7000,0,黄,3,FILM/王下七武海/九蛇海賊団,【登場時】自分の手札から【トリガー】を持つカード1枚を捨てることができる：相手のレストのリーダーか、「モンキー・Ｄ・ルフィ」以外の相手のキャラ1枚までは、次の相手のエンドフェイズ終了時まで、アタックできない。,【トリガー】相手のコスト4以下のキャラ1枚までを、KOする。,ONE PIECE CARD THE BEST vol.2【PRB-02】
ポートガス・Ｄ・エース,PRB02-018,PRB02-018,CHARACTER,R,5,特,7000,0,黄,3,白ひげ海賊団,【登場時】自分の表向きのライフがある場合、自分の手札かトラッシュからコスト2の、「サボ」か「ポートガス・D・エース」か「モンキー・Ｄ・ルフィ」1枚までを、登場させる。,,ONE PIECE CARD THE BEST vol.2【PRB-02】
モンキー・D・ルフィ,P-110,P-110,CHARACTER,P,7,打,9000,1000,青,4,エルバフ/四皇/麦わらの一味,-,,プレミアムカードコレクション-ONE PIECE DAY’25-
モンキー・D・ルフィ,P-001,P-001,CHARACTER,P,6,打,7000,0,赤,1,超新星/麦わらの一味,【ドン!!×2】このキャラは【速攻】を得る。(このカードは登場したターンにアタックできる),,ONE PIECEカードゲーム プロモーションパック2022
冒険のにおいがするっ!!!,P-002,P-002,EVENT,P,1,,-,0,赤,1,麦わらの一味,【メイン】自分の手札すべてをデッキに戻し、デッキをシャッフルする。その後、デッキに戻した枚数分カードを引く。,【トリガー】このカードの【メイン】効果を発動する。,ONE PIECEカードゲーム プロモーションパック2022
ユースタス・キッド,P-003,P-003,CHARACTER,P,3,特,4000,1000,緑,1,超新星/キッド海賊団,【ドン!!×2】このキャラは【ダブルアタック】を得る。(このカードが与えるダメージは2になる),,ONE PIECEカードゲーム プロモーションパック2022
クロコダイル,P-004,P-004,CHARACTER,P,4,特,5000,1000,青,1,王下七武海/B・W,【ドン!!×1】このキャラは【ブロッカー】を得る。(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,ONE PIECEカードゲーム プロモーションパック2022
カイドウ,P-005,P-005,CHARACTER,P,7,打,8000,0,紫,1,四皇/百獣海賊団,【起動メイン】ドン!!-2(自分の場のドン!!を指定の数ドン!!デッキに戻すことができる)：このキャラは、このターン中、【バニッシュ】を得る。(このカードがダメージを与えた場合、トリガーは発動せずそのカードはトラッシュに置かれる),,ONE PIECEカードゲーム プロモーションパック2022
モンキー・D・ルフィ,P-006,P-006,CHARACTER,P,3,打,3000,2000,赤,1,超新星/麦わらの一味,【ドン‼×2】【自分のターン中】このキャラはパワー+2000。,,Vジャンプ9月特大号付録（2022年7月21日売）
モンキー・D・ルフィ,P-007,P-007,CHARACTER,P,4,打,5000,1000,赤,1,超新星/麦わらの一味,【ドン‼×1】このキャラは属性(打)を持つリーダーとキャラとのバトルでKOされない。,,最強ジャンプ9月号付録（2022年8月4日売）
ヤマト,P-008,P-008,CHARACTER,P,3,打,5000,0,緑,1,ワノ国,【起動メイン】このキャラをレストにできる：相手のコスト2以下のキャラ1枚までを、レストにする。,,最強ジャンプ9月号付録（2022年8月4日売）
トラファルガー・ロー,P-009,P-009,CHARACTER,P,6,斬,7000,0,青,1,超新星/ハートの海賊団,【登場時】相手の手札が6枚以上ある場合、相手は自身のライフ1枚を手札に加える。,,最強ジャンプ9月号付録（2022年8月4日売）
カイドウ,P-010,P-010,CHARACTER,P,8,特,9000,0,紫,1,四皇/百獣海賊団,【自分のターン終了時】ドン‼デッキからドン‼1枚までをアクティブで追加する。,,最強ジャンプ9月号付録（2022年8月4日売）
ウタ,P-011,P-011,LEADER,L,-,特,5000,0,赤,1,FILM,【起動メイン】【ターン1回】①(コストエリアのドン‼を指定の数レストにできる)：自分の元々の効果がないキャラ1枚までを、このターン中、パワー+2000。,,『ONE PIECE FILM RED』第2弾入場者プレゼント チュートリアルデッキ
クラゲ海賊団,P-012,P-012,CHARACTER,P,3,特,5000,1000,赤,1,FILM/クラゲ海賊団,-,,『ONE PIECE FILM RED』第2弾入場者プレゼント チュートリアルデッキ
ゴードン,P-013,P-013,CHARACTER,P,1,知,2000,0,赤,1,FILM,【起動メイン】このキャラを持ち主のデッキの下に置くことができる：相手のキャラ1枚までを、このターン中、パワー-3000。,,『ONE PIECE FILM RED』第2弾入場者プレゼント チュートリアルデッキ
コビー,P-014,P-014,CHARACTER,P,3,打,3000,0,赤,1,FILM/海軍,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),【トリガー】このカードを登場させる。,『ONE PIECE FILM RED』第2弾入場者プレゼント チュートリアルデッキ
サニーくん,P-015,P-015,CHARACTER,P,1,知,3000,1000,赤,1,FILM/麦わらの一味,-,,『ONE PIECE FILM RED』第2弾入場者プレゼント チュートリアルデッキ
シャンクス,P-016,P-016,CHARACTER,P,8,斬,10000,1000,赤,1,FILM/四皇/赤髪海賊団,-,,『ONE PIECE FILM RED』第2弾入場者プレゼント チュートリアルデッキ
トラファルガー・ロー,P-017,P-017,CHARACTER,P,4,斬,5000,1000,赤,1,FILM/超新星/ハートの海賊団,【登場時】相手のキャラ1枚までを、このターン中、パワー-2000。,,『ONE PIECE FILM RED』第2弾入場者プレゼント チュートリアルデッキ
バルトロメオ,P-018,P-018,CHARACTER,P,2,打,3000,0,赤,1,FILM/超新星/バルトクラブ,【ブロッカー】(相手のアタックの後、このカードをレストにし、アタックの対象をこのカードにできる),,『ONE PIECE FILM RED』第2弾入場者プレゼント チュートリアルデッキ
ベポ,P-019,P-019,CHARACTER,P,3,打,2000,2000,赤,1,FILM/ミンク族/ハートの海賊団,【ドン‼×1】【アタック時】相手のパワー3000以下のキャラ1枚までを、KOする。,,『ONE PIECE FILM RED』第2弾入場者プレゼント チュートリアルデッキ
ヘルメッポ,P-020,P-020,CHARACTER,P,1,斬,2000,1000,赤,1,FILM/海軍,【登場時】自分のリーダーかキャラ1枚までを、このターン中、パワー+1000。,,『ONE PIECE FILM RED』第2弾入場者プレゼント チュートリアルデッキ
ベン・ベックマン,P-021,P-021,CHARACTER,P,7,射,9000,1000,赤,1,FILM/赤髪海賊団,-,,『ONE PIECE FILM RED』第2弾入場者プレゼント チュートリアルデッキ
モンキー・D・ルフィ,P-022,P-022,CHARACTER,P,4,打,6000,1000,赤,1,FILM/超新星/麦わらの一味,-,,『ONE PIECE FILM RED』第2弾入場者プレゼント チュートリアルデッキ
ヤソップ,P-023,P-023,CHARACTER,P,6,射,8000,1000,赤,1,FILM/赤髪海賊団,-,,『ONE PIECE FILM RED』第2弾入場者プレゼント チュートリアルデッキ
海賊王に!!!おれはなるっ!!!!,P-024,P-024,EVENT,P,2,,-,0,緑,1,超新星/麦わらの一味,【メイン】自分のリーダーは、このターン中、自分のキャラ1枚につきパワー+1000。,【トリガー】自分のリーダーかキャラ1枚までを、このターン中、パワー+1000。,交流会 9月開催記念品
